job,marital,education,age,balance,homeowner,loans,ln_default,day,contact,month,duration,campaign,pdays,previous,poutcome,RESP
admin.,married,secondary,41,-62,1.0,1.0,0.0,5,unknown,may,55,2,-1,0,unknown,0
technician,married,tertiary,54,258,0.0,0.0,0.0,5,unknown,may,310,4,-1,0,unknown,0
blue-collar,married,primary,58,76,1.0,0.0,0.0,5,unknown,may,156,2,-1,0,unknown,0
blue-collar,single,secondary,30,0,1.0,0.0,0.0,5,unknown,may,5,2,-1,0,unknown,0
admin.,single,secondary,33,352,1.0,0.0,0.0,5,unknown,may,225,2,-1,0,unknown,0
admin.,married,secondary,47,368,1.0,0.0,0.0,5,unknown,may,125,2,-1,0,unknown,0
technician,single,tertiary,50,339,1.0,0.0,0.0,5,unknown,may,2,3,-1,0,unknown,0
blue-collar,married,secondary,32,1331,1.0,0.0,0.0,5,unknown,may,286,2,-1,0,unknown,0
self-employed,married,secondary,40,672,1.0,0.0,0.0,5,unknown,may,164,2,-1,0,unknown,0
management,married,tertiary,37,58,1.0,0.0,0.0,5,unknown,may,98,2,-1,0,unknown,0
technician,single,unknown,54,447,1.0,0.0,0.0,5,unknown,may,742,2,-1,0,unknown,0
student,single,secondary,24,423,1.0,0.0,0.0,5,unknown,may,226,3,-1,0,unknown,0
management,married,tertiary,54,0,0.0,0.0,0.0,5,unknown,may,120,2,-1,0,unknown,0
technician,married,secondary,34,19,1.0,0.0,0.0,5,unknown,may,362,4,-1,0,unknown,0
technician,divorced,primary,56,13,1.0,0.0,0.0,5,unknown,may,357,2,-1,0,unknown,0
blue-collar,single,secondary,31,3,1.0,0.0,0.0,5,unknown,may,200,2,-1,0,unknown,0
student,single,secondary,24,82,1.0,0.0,0.0,5,unknown,may,204,2,-1,0,unknown,0
blue-collar,divorced,primary,42,28,1.0,0.0,0.0,5,unknown,may,126,3,-1,0,unknown,0
technician,married,secondary,57,792,1.0,0.0,0.0,5,unknown,may,65,2,-1,0,unknown,0
blue-collar,married,unknown,42,408,1.0,0.0,0.0,5,unknown,may,107,2,-1,0,unknown,0
admin.,married,secondary,51,531,1.0,0.0,0.0,5,unknown,may,267,2,-1,0,unknown,0
retired,married,secondary,57,211,1.0,0.0,0.0,5,unknown,may,248,2,-1,0,unknown,0
services,single,secondary,36,62,1.0,0.0,0.0,5,unknown,may,215,2,-1,0,unknown,0
services,married,unknown,53,257,1.0,0.0,0.0,5,unknown,may,209,2,-1,0,unknown,0
technician,married,secondary,50,1234,1.0,0.0,0.0,5,unknown,may,205,2,-1,0,unknown,0
management,married,tertiary,54,313,1.0,0.0,0.0,5,unknown,may,83,2,-1,0,unknown,0
blue-collar,married,secondary,55,89,1.0,0.0,0.0,5,unknown,may,106,3,-1,0,unknown,0
blue-collar,married,secondary,44,129,1.0,1.0,0.0,5,unknown,may,189,2,-1,0,unknown,0
management,married,unknown,43,0,1.0,0.0,0.0,5,unknown,may,105,2,-1,0,unknown,0
admin.,married,secondary,56,353,1.0,0.0,0.0,5,unknown,may,106,2,-1,0,unknown,0
technician,married,unknown,54,851,1.0,0.0,0.0,5,unknown,may,108,2,-1,0,unknown,0
services,divorced,primary,55,96,1.0,1.0,0.0,5,unknown,may,311,2,-1,0,unknown,0
services,divorced,secondary,37,398,1.0,1.0,0.0,5,unknown,may,214,2,-1,0,unknown,0
admin.,single,tertiary,33,193,0.0,0.0,0.0,5,unknown,may,132,2,-1,0,unknown,0
admin.,married,secondary,46,-358,1.0,0.0,0.0,5,unknown,may,358,2,-1,0,unknown,0
blue-collar,married,secondary,36,539,1.0,1.0,0.0,5,unknown,may,453,2,-1,0,unknown,0
technician,single,secondary,51,0,1.0,0.0,0.0,5,unknown,may,364,2,-1,0,unknown,0
retired,single,primary,40,0,0.0,0.0,0.0,5,unknown,may,136,2,-1,0,unknown,0
blue-collar,married,secondary,42,490,1.0,0.0,0.0,5,unknown,may,386,2,-1,0,unknown,0
blue-collar,married,secondary,51,0,1.0,0.0,0.0,5,unknown,may,173,2,-1,0,unknown,0
blue-collar,married,unknown,49,403,1.0,0.0,0.0,5,unknown,may,241,2,-1,0,unknown,0
management,married,secondary,48,161,1.0,0.0,0.0,5,unknown,may,224,3,-1,0,unknown,0
technician,divorced,tertiary,32,2558,0.0,0.0,0.0,5,unknown,may,148,2,-1,0,unknown,0
admin.,single,secondary,31,98,1.0,0.0,0.0,5,unknown,may,196,2,-1,0,unknown,0
management,single,tertiary,55,115,0.0,0.0,0.0,5,unknown,may,111,4,-1,0,unknown,0
blue-collar,single,secondary,40,436,1.0,0.0,0.0,5,unknown,may,231,3,-1,0,unknown,0
technician,married,tertiary,47,831,1.0,0.0,0.0,5,unknown,may,316,3,-1,0,unknown,0
technician,married,unknown,57,206,1.0,0.0,0.0,5,unknown,may,216,3,-1,0,unknown,0
blue-collar,married,secondary,41,290,1.0,0.0,0.0,5,unknown,may,240,2,-1,0,unknown,0
blue-collar,married,secondary,48,1,0.0,0.0,0.0,5,unknown,may,669,3,-1,0,unknown,0
blue-collar,married,unknown,42,57,1.0,0.0,0.0,5,unknown,may,425,2,-1,0,unknown,0
blue-collar,single,secondary,30,-457,1.0,0.0,0.0,5,unknown,may,143,2,-1,0,unknown,0
management,single,tertiary,58,1387,1.0,0.0,0.0,5,unknown,may,174,5,-1,0,unknown,0
management,divorced,tertiary,45,24598,1.0,0.0,0.0,5,unknown,may,313,3,-1,0,unknown,0
blue-collar,married,secondary,49,30,1.0,0.0,0.0,5,unknown,may,135,4,-1,0,unknown,0
admin.,single,secondary,42,1022,1.0,0.0,0.0,5,unknown,may,146,2,-1,0,unknown,0
technician,married,secondary,53,56,1.0,1.0,0.0,5,unknown,may,152,2,-1,0,unknown,0
admin.,single,secondary,51,-2,0.0,0.0,1.0,5,unknown,may,402,3,-1,0,unknown,0
services,single,secondary,32,121,1.0,0.0,0.0,5,unknown,may,213,2,-1,0,unknown,0
blue-collar,single,secondary,41,842,1.0,0.0,0.0,5,unknown,may,144,3,-1,0,unknown,0
management,divorced,secondary,43,693,1.0,0.0,0.0,5,unknown,may,124,3,-1,0,unknown,0
blue-collar,divorced,secondary,40,-333,1.0,0.0,0.0,5,unknown,may,183,2,-1,0,unknown,0
blue-collar,married,primary,50,1533,1.0,0.0,0.0,5,unknown,may,325,2,-1,0,unknown,0
management,married,tertiary,34,46,1.0,0.0,0.0,5,unknown,may,39,4,-1,0,unknown,0
services,married,unknown,53,18,0.0,0.0,0.0,5,unknown,may,503,2,-1,0,unknown,0
technician,married,secondary,45,44,1.0,0.0,0.0,5,unknown,may,95,4,-1,0,unknown,0
blue-collar,married,primary,39,-100,1.0,0.0,0.0,5,unknown,may,680,2,-1,0,unknown,0
services,married,tertiary,44,510,1.0,0.0,0.0,5,unknown,may,421,4,-1,0,unknown,0
management,married,tertiary,55,685,1.0,0.0,0.0,5,unknown,may,174,3,-1,0,unknown,0
management,single,tertiary,46,187,1.0,0.0,0.0,5,unknown,may,113,2,-1,0,unknown,0
blue-collar,married,secondary,45,66,1.0,0.0,0.0,5,unknown,may,808,2,-1,0,unknown,0
admin.,married,secondary,34,560,1.0,0.0,0.0,5,unknown,may,198,3,-1,0,unknown,0
blue-collar,married,secondary,36,0,1.0,0.0,0.0,5,unknown,may,195,2,-1,0,unknown,0
unknown,divorced,unknown,59,27,0.0,0.0,0.0,5,unknown,may,347,3,-1,0,unknown,0
admin.,single,secondary,31,12,1.0,0.0,0.0,5,unknown,may,208,2,-1,0,unknown,0
blue-collar,single,secondary,44,34,1.0,0.0,0.0,5,unknown,may,404,4,-1,0,unknown,0
entrepreneur,single,tertiary,33,1068,1.0,0.0,0.0,5,unknown,may,396,2,-1,0,unknown,0
blue-collar,married,secondary,40,211,1.0,0.0,0.0,5,unknown,may,216,4,-1,0,unknown,0
admin.,single,tertiary,46,377,1.0,0.0,0.0,5,unknown,may,98,2,-1,0,unknown,0
management,married,tertiary,48,263,1.0,0.0,0.0,5,unknown,may,350,2,-1,0,unknown,0
services,married,secondary,42,1263,1.0,0.0,0.0,6,unknown,may,114,2,-1,0,unknown,0
services,married,secondary,27,8,1.0,0.0,0.0,6,unknown,may,88,3,-1,0,unknown,0
admin.,married,secondary,48,126,1.0,1.0,0.0,6,unknown,may,379,2,-1,0,unknown,0
admin.,married,secondary,59,230,1.0,0.0,0.0,6,unknown,may,190,3,-1,0,unknown,0
technician,married,tertiary,46,841,1.0,0.0,0.0,6,unknown,may,158,1,-1,0,unknown,0
admin.,divorced,secondary,38,308,1.0,0.0,0.0,6,unknown,may,102,1,-1,0,unknown,0
management,divorced,tertiary,43,1,1.0,0.0,0.0,6,unknown,may,306,1,-1,0,unknown,0
admin.,divorced,tertiary,38,86,1.0,0.0,0.0,6,unknown,may,218,1,-1,0,unknown,0
student,single,secondary,23,157,1.0,0.0,0.0,6,unknown,may,54,1,-1,0,unknown,0
services,married,secondary,34,22,1.0,0.0,0.0,6,unknown,may,344,1,-1,0,unknown,0
admin.,married,secondary,38,46,1.0,1.0,0.0,6,unknown,may,195,1,-1,0,unknown,0
blue-collar,married,secondary,37,1293,0.0,0.0,0.0,6,unknown,may,652,1,-1,0,unknown,0
admin.,single,secondary,25,122,1.0,0.0,0.0,6,unknown,may,286,1,-1,0,unknown,0
blue-collar,married,unknown,48,131,1.0,0.0,0.0,6,unknown,may,189,1,-1,0,unknown,0
blue-collar,single,secondary,49,143,1.0,0.0,0.0,6,unknown,may,83,1,-1,0,unknown,0
admin.,single,secondary,38,393,0.0,0.0,0.0,6,unknown,may,184,2,-1,0,unknown,0
blue-collar,married,primary,43,98,1.0,0.0,0.0,6,unknown,may,235,1,-1,0,unknown,0
management,married,tertiary,33,0,1.0,0.0,0.0,6,unknown,may,290,1,-1,0,unknown,0
blue-collar,married,secondary,55,224,1.0,0.0,0.0,6,unknown,may,232,1,-1,0,unknown,0
blue-collar,married,secondary,38,757,1.0,0.0,0.0,6,unknown,may,133,1,-1,0,unknown,0
services,married,secondary,49,245,1.0,1.0,0.0,6,unknown,may,318,1,-1,0,unknown,0
management,married,secondary,40,8486,0.0,0.0,0.0,6,unknown,may,260,3,-1,0,unknown,0
admin.,married,unknown,43,350,0.0,0.0,0.0,6,unknown,may,437,1,-1,0,unknown,0
blue-collar,married,secondary,38,20,1.0,0.0,0.0,6,unknown,may,402,1,-1,0,unknown,0
services,married,secondary,58,1667,1.0,1.0,0.0,6,unknown,may,85,1,-1,0,unknown,0
technician,married,unknown,57,345,1.0,0.0,0.0,6,unknown,may,125,1,-1,0,unknown,0
unemployed,married,secondary,32,10,1.0,0.0,0.0,6,unknown,may,501,4,-1,0,unknown,0
management,married,tertiary,56,830,1.0,1.0,0.0,6,unknown,may,1201,1,-1,0,unknown,1
blue-collar,divorced,unknown,58,29,1.0,0.0,0.0,6,unknown,may,253,1,-1,0,unknown,0
retired,divorced,secondary,60,545,1.0,0.0,0.0,6,unknown,may,1030,1,-1,0,unknown,1
technician,married,tertiary,37,8730,1.0,0.0,0.0,6,unknown,may,149,1,-1,0,unknown,0
technician,divorced,tertiary,46,477,1.0,0.0,0.0,6,unknown,may,114,1,-1,0,unknown,0
admin.,married,secondary,27,4,1.0,0.0,0.0,6,unknown,may,243,1,-1,0,unknown,0
blue-collar,married,secondary,43,1205,1.0,0.0,0.0,6,unknown,may,769,2,-1,0,unknown,0
technician,single,secondary,32,0,1.0,1.0,0.0,6,unknown,may,135,3,-1,0,unknown,0
admin.,single,secondary,40,263,1.0,0.0,0.0,6,unknown,may,231,1,-1,0,unknown,0
admin.,married,secondary,38,1,0.0,0.0,0.0,6,unknown,may,76,1,-1,0,unknown,0
blue-collar,married,secondary,34,283,0.0,1.0,0.0,6,unknown,may,199,1,-1,0,unknown,0
blue-collar,married,primary,47,206,1.0,0.0,0.0,6,unknown,may,152,1,-1,0,unknown,0
housemaid,married,primary,42,17,1.0,0.0,0.0,6,unknown,may,124,1,-1,0,unknown,0
technician,married,secondary,48,141,1.0,1.0,0.0,6,unknown,may,424,1,-1,0,unknown,0
self-employed,single,tertiary,29,16,1.0,0.0,0.0,6,unknown,may,43,1,-1,0,unknown,0
services,married,secondary,50,206,1.0,0.0,0.0,6,unknown,may,154,1,-1,0,unknown,0
technician,married,unknown,52,7,0.0,0.0,0.0,6,unknown,may,203,2,-1,0,unknown,0
management,married,tertiary,50,0,0.0,0.0,0.0,6,unknown,may,326,1,-1,0,unknown,0
retired,married,tertiary,58,0,0.0,0.0,0.0,6,unknown,may,393,1,-1,0,unknown,0
blue-collar,divorced,primary,46,1927,1.0,0.0,0.0,6,unknown,may,241,3,-1,0,unknown,0
technician,married,secondary,38,284,1.0,0.0,0.0,6,unknown,may,483,1,-1,0,unknown,0
blue-collar,married,secondary,46,1660,1.0,0.0,0.0,6,unknown,may,259,1,-1,0,unknown,0
services,single,secondary,32,406,1.0,0.0,0.0,6,unknown,may,227,1,-1,0,unknown,0
blue-collar,married,primary,51,230,1.0,0.0,0.0,6,unknown,may,673,1,-1,0,unknown,0
admin.,single,secondary,39,-25,1.0,0.0,0.0,6,unknown,may,576,1,-1,0,unknown,0
admin.,married,secondary,48,182,1.0,0.0,0.0,6,unknown,may,180,2,-1,0,unknown,0
entrepreneur,married,tertiary,36,1169,1.0,0.0,0.0,6,unknown,may,168,2,-1,0,unknown,0
admin.,divorced,secondary,34,67,1.0,0.0,0.0,6,unknown,may,90,1,-1,0,unknown,0
technician,married,secondary,40,77,0.0,0.0,0.0,6,unknown,may,505,1,-1,0,unknown,0
unemployed,married,secondary,43,0,1.0,0.0,0.0,6,unknown,may,245,1,-1,0,unknown,0
blue-collar,divorced,primary,52,55,1.0,1.0,0.0,6,unknown,may,186,1,-1,0,unknown,0
technician,married,secondary,33,72,1.0,0.0,1.0,6,unknown,may,623,1,-1,0,unknown,0
management,single,tertiary,49,163,1.0,0.0,0.0,6,unknown,may,496,3,-1,0,unknown,0
management,single,tertiary,32,151,1.0,0.0,0.0,6,unknown,may,118,1,-1,0,unknown,0
admin.,single,secondary,39,113,1.0,0.0,0.0,6,unknown,may,342,1,-1,0,unknown,0
blue-collar,married,secondary,40,0,1.0,0.0,0.0,6,unknown,may,225,1,-1,0,unknown,0
technician,single,tertiary,38,9,1.0,0.0,0.0,6,unknown,may,185,3,-1,0,unknown,0
management,married,secondary,43,375,1.0,0.0,0.0,6,unknown,may,196,2,-1,0,unknown,0
services,married,secondary,39,1142,1.0,0.0,0.0,6,unknown,may,276,1,-1,0,unknown,0
blue-collar,married,primary,54,2102,1.0,0.0,0.0,6,unknown,may,76,1,-1,0,unknown,0
technician,single,tertiary,38,4325,1.0,0.0,0.0,6,unknown,may,87,1,-1,0,unknown,0
blue-collar,married,secondary,40,217,1.0,0.0,0.0,6,unknown,may,195,1,-1,0,unknown,0
admin.,married,secondary,55,131,1.0,0.0,0.0,6,unknown,may,744,1,-1,0,unknown,0
management,married,tertiary,42,1680,1.0,0.0,0.0,6,unknown,may,765,1,-1,0,unknown,0
blue-collar,married,secondary,39,0,1.0,0.0,0.0,6,unknown,may,262,1,-1,0,unknown,0
blue-collar,married,primary,40,46,1.0,0.0,0.0,6,unknown,may,119,1,-1,0,unknown,0
blue-collar,married,secondary,32,320,1.0,0.0,0.0,6,unknown,may,198,2,-1,0,unknown,0
admin.,married,secondary,55,183,1.0,0.0,0.0,6,unknown,may,150,1,-1,0,unknown,0
blue-collar,married,secondary,45,39,0.0,0.0,0.0,6,unknown,may,241,1,-1,0,unknown,0
management,single,tertiary,35,560,1.0,0.0,0.0,6,unknown,may,181,1,-1,0,unknown,0
technician,divorced,secondary,58,469,0.0,0.0,0.0,6,unknown,may,196,1,-1,0,unknown,0
admin.,married,secondary,35,530,1.0,0.0,0.0,6,unknown,may,149,1,-1,0,unknown,0
services,married,primary,49,61,1.0,0.0,0.0,6,unknown,may,246,1,-1,0,unknown,0
technician,single,tertiary,34,242,1.0,0.0,0.0,6,unknown,may,112,1,-1,0,unknown,0
blue-collar,married,secondary,36,139,1.0,0.0,0.0,6,unknown,may,309,2,-1,0,unknown,0
self-employed,single,secondary,24,0,1.0,0.0,0.0,6,unknown,may,278,1,-1,0,unknown,0
technician,married,secondary,34,367,1.0,0.0,0.0,6,unknown,may,140,1,-1,0,unknown,0
admin.,divorced,secondary,51,228,1.0,0.0,0.0,6,unknown,may,136,1,-1,0,unknown,0
technician,single,unknown,39,45248,1.0,0.0,0.0,6,unknown,may,1623,1,-1,0,unknown,1
self-employed,married,unknown,50,-84,1.0,0.0,0.0,6,unknown,may,101,1,-1,0,unknown,0
services,single,secondary,32,310,1.0,0.0,0.0,6,unknown,may,144,1,-1,0,unknown,0
blue-collar,married,unknown,42,132,1.0,0.0,0.0,6,unknown,may,238,1,-1,0,unknown,0
technician,married,secondary,50,797,1.0,0.0,0.0,6,unknown,may,354,1,-1,0,unknown,0
services,married,secondary,40,71,0.0,0.0,0.0,6,unknown,may,79,1,-1,0,unknown,0
management,divorced,unknown,46,2,1.0,0.0,0.0,6,unknown,may,187,1,-1,0,unknown,0
management,married,tertiary,37,231,1.0,1.0,0.0,6,unknown,may,451,2,-1,0,unknown,0
blue-collar,married,secondary,34,270,1.0,1.0,0.0,6,unknown,may,159,1,-1,0,unknown,0
blue-collar,married,secondary,44,274,1.0,1.0,0.0,6,unknown,may,409,1,-1,0,unknown,0
admin.,single,secondary,40,-109,1.0,1.0,0.0,6,unknown,may,170,1,-1,0,unknown,0
technician,married,secondary,37,1,1.0,0.0,0.0,6,unknown,may,608,1,-1,0,unknown,1
blue-collar,single,secondary,33,-60,0.0,0.0,1.0,6,unknown,may,243,1,-1,0,unknown,0
blue-collar,married,secondary,35,89,1.0,0.0,0.0,6,unknown,may,145,2,-1,0,unknown,0
blue-collar,divorced,secondary,58,-11,0.0,0.0,0.0,6,unknown,may,112,1,-1,0,unknown,0
blue-collar,married,primary,39,0,1.0,0.0,0.0,6,unknown,may,262,2,-1,0,unknown,0
blue-collar,married,secondary,43,-509,1.0,0.0,0.0,6,unknown,may,124,1,-1,0,unknown,0
unemployed,married,primary,39,408,1.0,0.0,0.0,6,unknown,may,53,1,-1,0,unknown,0
services,single,primary,36,58,1.0,0.0,0.0,6,unknown,may,134,1,-1,0,unknown,0
retired,single,secondary,57,1640,0.0,1.0,0.0,6,unknown,may,204,4,-1,0,unknown,0
admin.,single,secondary,36,20,1.0,0.0,0.0,6,unknown,may,186,1,-1,0,unknown,0
blue-collar,married,primary,50,71,1.0,0.0,0.0,6,unknown,may,678,1,-1,0,unknown,0
blue-collar,married,secondary,55,52,1.0,0.0,0.0,6,unknown,may,182,1,-1,0,unknown,0
self-employed,married,tertiary,44,292,1.0,0.0,0.0,6,unknown,may,162,1,-1,0,unknown,0
services,divorced,secondary,44,424,1.0,0.0,0.0,6,unknown,may,27,1,-1,0,unknown,0
housemaid,single,primary,39,109,1.0,0.0,0.0,6,unknown,may,699,3,-1,0,unknown,0
blue-collar,married,unknown,46,1044,1.0,0.0,0.0,6,unknown,may,43,1,-1,0,unknown,0
blue-collar,married,secondary,39,983,1.0,0.0,0.0,6,unknown,may,97,1,-1,0,unknown,0
admin.,married,secondary,34,869,0.0,0.0,0.0,6,unknown,may,1677,1,-1,0,unknown,1
blue-collar,married,primary,40,668,1.0,0.0,0.0,6,unknown,may,283,2,-1,0,unknown,0
management,married,tertiary,50,964,1.0,0.0,0.0,6,unknown,may,323,1,-1,0,unknown,0
management,single,secondary,31,301,1.0,0.0,0.0,6,unknown,may,82,1,-1,0,unknown,0
admin.,single,secondary,37,140,1.0,0.0,0.0,6,unknown,may,310,1,-1,0,unknown,0
management,single,secondary,39,1877,1.0,0.0,0.0,6,unknown,may,185,1,-1,0,unknown,0
blue-collar,married,primary,51,1127,1.0,0.0,0.0,6,unknown,may,47,1,-1,0,unknown,0
technician,married,secondary,41,871,1.0,0.0,0.0,6,unknown,may,145,1,-1,0,unknown,0
technician,married,secondary,41,767,1.0,1.0,0.0,6,unknown,may,204,1,-1,0,unknown,0
blue-collar,married,secondary,43,0,0.0,0.0,0.0,6,unknown,may,187,1,-1,0,unknown,0
services,single,secondary,30,209,1.0,0.0,0.0,6,unknown,may,30,2,-1,0,unknown,0
management,divorced,primary,54,0,0.0,0.0,0.0,6,unknown,may,472,1,-1,0,unknown,0
blue-collar,divorced,secondary,43,110,1.0,1.0,0.0,6,unknown,may,448,1,-1,0,unknown,0
management,divorced,tertiary,59,-76,1.0,1.0,0.0,6,unknown,may,264,1,-1,0,unknown,0
technician,married,unknown,47,178,1.0,0.0,0.0,6,unknown,may,169,1,-1,0,unknown,0
blue-collar,married,primary,40,-66,1.0,0.0,0.0,6,unknown,may,288,1,-1,0,unknown,0
technician,married,secondary,32,0,1.0,0.0,0.0,6,unknown,may,176,2,-1,0,unknown,0
blue-collar,married,secondary,29,1,1.0,0.0,0.0,6,unknown,may,215,1,-1,0,unknown,0
blue-collar,married,secondary,36,0,1.0,0.0,0.0,6,unknown,may,337,1,-1,0,unknown,0
unemployed,married,tertiary,55,5345,0.0,0.0,0.0,6,unknown,may,278,1,-1,0,unknown,0
blue-collar,divorced,secondary,30,-209,1.0,0.0,0.0,6,unknown,may,188,2,-1,0,unknown,0
admin.,single,secondary,39,0,1.0,0.0,0.0,6,unknown,may,174,2,-1,0,unknown,0
blue-collar,divorced,secondary,39,42,1.0,0.0,0.0,6,unknown,may,226,2,-1,0,unknown,0
blue-collar,divorced,secondary,50,41,1.0,0.0,0.0,6,unknown,may,190,1,-1,0,unknown,0
blue-collar,married,secondary,44,-99,1.0,0.0,0.0,6,unknown,may,111,2,-1,0,unknown,0
technician,single,secondary,37,17,1.0,0.0,0.0,6,unknown,may,164,1,-1,0,unknown,0
admin.,married,primary,46,276,1.0,1.0,0.0,6,unknown,may,157,2,-1,0,unknown,0
technician,single,unknown,32,-170,0.0,0.0,0.0,6,unknown,may,46,1,-1,0,unknown,0
management,single,tertiary,37,230,1.0,1.0,0.0,6,unknown,may,374,1,-1,0,unknown,0
blue-collar,married,secondary,29,9,1.0,0.0,0.0,6,unknown,may,349,1,-1,0,unknown,0
blue-collar,married,secondary,41,946,1.0,0.0,0.0,6,unknown,may,325,1,-1,0,unknown,0
blue-collar,married,primary,45,1297,1.0,0.0,0.0,6,unknown,may,233,2,-1,0,unknown,0
retired,divorced,secondary,57,-331,1.0,0.0,0.0,6,unknown,may,531,1,-1,0,unknown,0
blue-collar,single,secondary,48,44,1.0,0.0,0.0,6,unknown,may,153,1,-1,0,unknown,0
retired,married,secondary,60,15,0.0,0.0,1.0,6,unknown,may,80,1,-1,0,unknown,0
admin.,single,secondary,26,712,1.0,0.0,0.0,6,unknown,may,232,1,-1,0,unknown,0
retired,married,secondary,58,5435,1.0,0.0,0.0,6,unknown,may,118,1,-1,0,unknown,0
admin.,married,secondary,34,507,1.0,0.0,0.0,6,unknown,may,190,1,-1,0,unknown,0
unemployed,divorced,secondary,55,387,1.0,0.0,0.0,6,unknown,may,918,1,-1,0,unknown,1
blue-collar,married,primary,41,0,1.0,1.0,0.0,6,unknown,may,238,1,-1,0,unknown,0
management,divorced,secondary,50,1716,1.0,0.0,0.0,6,unknown,may,82,1,-1,0,unknown,0
entrepreneur,married,secondary,49,167,1.0,1.0,0.0,6,unknown,may,198,3,-1,0,unknown,0
admin.,married,unknown,44,40,0.0,1.0,0.0,6,unknown,may,160,2,-1,0,unknown,0
blue-collar,married,primary,44,148,1.0,0.0,0.0,6,unknown,may,211,1,-1,0,unknown,0
technician,married,secondary,31,17,1.0,1.0,0.0,6,unknown,may,120,1,-1,0,unknown,0
blue-collar,single,tertiary,34,1011,1.0,0.0,0.0,6,unknown,may,136,1,-1,0,unknown,0
management,single,unknown,46,1527,1.0,0.0,0.0,6,unknown,may,269,1,-1,0,unknown,0
management,married,tertiary,42,744,0.0,0.0,0.0,6,unknown,may,157,1,-1,0,unknown,0
admin.,married,secondary,52,484,1.0,0.0,0.0,6,unknown,may,128,1,-1,0,unknown,0
management,single,tertiary,29,0,1.0,0.0,0.0,6,unknown,may,211,1,-1,0,unknown,0
retired,married,primary,53,136,1.0,0.0,0.0,6,unknown,may,267,2,-1,0,unknown,0
blue-collar,married,secondary,43,1335,1.0,0.0,0.0,6,unknown,may,371,2,-1,0,unknown,0
management,married,secondary,38,517,1.0,0.0,0.0,6,unknown,may,288,2,-1,0,unknown,0
management,married,tertiary,46,459,1.0,0.0,0.0,6,unknown,may,221,1,-1,0,unknown,0
management,divorced,unknown,48,549,1.0,0.0,0.0,6,unknown,may,427,1,-1,0,unknown,0
admin.,divorced,secondary,30,83,1.0,1.0,0.0,6,unknown,may,310,1,-1,0,unknown,0
blue-collar,married,primary,44,213,0.0,0.0,0.0,6,unknown,may,158,1,-1,0,unknown,0
housemaid,married,primary,31,203,1.0,0.0,0.0,6,unknown,may,604,3,-1,0,unknown,0
services,single,secondary,42,518,1.0,0.0,0.0,6,unknown,may,198,1,-1,0,unknown,0
management,single,tertiary,40,3877,1.0,0.0,0.0,6,unknown,may,145,1,-1,0,unknown,0
admin.,married,secondary,52,1236,1.0,0.0,0.0,6,unknown,may,247,1,-1,0,unknown,0
blue-collar,divorced,secondary,45,756,1.0,0.0,0.0,6,unknown,may,179,2,-1,0,unknown,0
blue-collar,married,secondary,48,157,1.0,0.0,0.0,6,unknown,may,73,1,-1,0,unknown,0
blue-collar,married,primary,45,-66,1.0,0.0,0.0,6,unknown,may,263,2,-1,0,unknown,0
blue-collar,married,unknown,34,245,1.0,0.0,0.0,6,unknown,may,13,1,-1,0,unknown,0
blue-collar,married,primary,34,-144,1.0,0.0,0.0,6,unknown,may,79,2,-1,0,unknown,0
blue-collar,married,secondary,46,71,1.0,0.0,0.0,6,unknown,may,416,1,-1,0,unknown,0
services,divorced,secondary,49,505,1.0,0.0,0.0,6,unknown,may,162,1,-1,0,unknown,0
technician,married,primary,50,249,1.0,0.0,0.0,6,unknown,may,129,1,-1,0,unknown,0
admin.,single,secondary,34,0,1.0,0.0,0.0,6,unknown,may,150,1,-1,0,unknown,0
unemployed,single,secondary,40,11,1.0,0.0,0.0,6,unknown,may,43,1,-1,0,unknown,0
admin.,married,secondary,36,639,1.0,0.0,0.0,6,unknown,may,191,1,-1,0,unknown,0
blue-collar,divorced,unknown,59,124,1.0,0.0,0.0,6,unknown,may,26,1,-1,0,unknown,0
