job,marital,education,age,balance,homeowner,loans,default,contact,length,campaign,pdays,previous,poutcome,RESP,samp#,Rnad #,num
blue-collar,married,secondary,33,1988,1,0,0,0,211,2,-1,0,2,0,0,0.837181087,0
admin.,divorced,secondary,51,340,1,0,0,0,186,1,-1,0,2,0,0,0.50988898,0
technician,married,primary,49,230,1,0,0,0,96,1,-1,0,2,0,0,0.803316391,0
admin.,divorced,secondary,33,140,1,0,0,0,139,1,-1,0,2,0,0,0.608608146,0
services,married,secondary,49,-22,1,0,0,0,70,1,-1,0,2,0,0,0.565057226,0
blue-collar,married,secondary,42,30,0,0,0,0,366,2,-1,0,2,0,0,0.892445743,0
blue-collar,divorced,secondary,42,47,1,1,0,0,141,1,-1,0,2,0,0,0.798907483,0
services,married,primary,27,91,1,0,0,0,168,2,-1,0,2,0,0,0.812503252,0
unemployed,married,primary,41,-581,1,0,1,0,218,2,-1,0,2,0,0,0.9606019,0
services,single,secondary,36,-45,1,0,0,0,289,1,-1,0,2,0,0,0.669131525,0
admin.,divorced,secondary,28,785,1,0,0,0,442,2,-1,0,2,1,0,0.80021008,0
technician,single,tertiary,34,301,1,0,0,0,205,1,-1,0,2,0,0,0.688451098,0
housemaid,married,primary,33,1713,1,0,0,0,22,1,-1,0,2,0,0,0.518108769,0
management,married,tertiary,40,-29,0,0,0,0,406,2,-1,0,2,0,0,0.822001505,0
retired,divorced,tertiary,59,381,1,0,0,0,422,4,-1,0,2,0,0,0.759576785,0
blue-collar,married,primary,28,113,1,0,0,0,534,2,-1,0,2,0,0,0.609229555,0
blue-collar,married,secondary,39,1042,1,0,0,0,58,2,-1,0,2,0,0,0.593214796,0
blue-collar,married,primary,30,70,1,1,0,0,461,3,-1,0,2,0,0,0.998465305,0
management,married,primary,47,1222,1,0,0,0,28,3,-1,0,2,0,0,0.825878402,0
student,single,unknown,26,-41,1,0,0,0,229,2,-1,0,2,0,0,0.566073842,0
blue-collar,married,primary,30,4,1,0,0,0,32,2,-1,0,2,0,0,0.8499702,0
admin.,divorced,tertiary,46,846,1,0,0,0,369,2,-1,0,2,0,0,0.823022984,0
services,married,secondary,34,2211,0,0,0,0,149,1,-1,0,2,0,0,0.679625928,0
blue-collar,married,secondary,38,-210,1,0,0,0,21,1,-1,0,2,0,0,0.915238866,0
management,divorced,tertiary,43,388,1,0,0,0,2087,2,-1,0,2,1,0,0.979634527,0
management,single,tertiary,40,-275,1,0,0,0,219,2,-1,0,2,0,0,0.992525651,0
blue-collar,married,primary,44,753,1,0,0,0,151,2,-1,0,2,0,0,0.904215265,0
blue-collar,single,primary,38,162,1,0,0,0,200,2,-1,0,2,0,0,0.82674952,0
blue-collar,single,secondary,35,907,1,1,0,0,242,1,-1,0,2,0,0,0.85775525,0
unemployed,divorced,secondary,39,6322,0,0,0,0,184,1,-1,0,2,0,0,0.726186938,0
technician,single,secondary,22,54,1,1,0,0,626,6,-1,0,2,0,0,0.902564954,0
blue-collar,married,primary,32,289,1,0,0,0,23,4,-1,0,2,0,0,0.709687134,0
services,single,secondary,32,459,1,0,0,0,202,2,-1,0,2,0,0,0.794575981,0
blue-collar,divorced,primary,50,134,0,0,0,0,263,2,-1,0,2,0,0,0.693508535,0
blue-collar,married,tertiary,27,417,1,1,0,0,237,2,-1,0,2,0,0,0.988943142,0
services,married,secondary,45,22,1,0,0,0,209,3,-1,0,2,0,0,0.888534621,0
admin.,married,secondary,46,1069,1,0,0,0,45,2,-1,0,2,0,0,0.952020721,0
blue-collar,married,primary,31,68,1,0,0,0,226,1,-1,0,2,0,0,0.664755064,0
services,single,unknown,43,193,1,0,0,0,74,7,-1,0,2,0,0,0.564203992,0
blue-collar,divorced,primary,60,7601,1,0,0,0,285,1,-1,0,2,0,0,0.79827998,0
technician,single,secondary,37,670,1,0,0,0,78,3,-1,0,2,0,0,0.598401636,0
blue-collar,single,secondary,41,363,1,0,0,0,183,3,-1,0,2,0,0,0.938098862,0
management,married,tertiary,34,76,0,0,0,0,335,9,-1,0,2,0,0,0.689918403,0
blue-collar,married,secondary,28,0,1,0,0,0,459,2,-1,0,2,0,0,0.587437231,0
technician,single,secondary,44,365,1,0,0,0,169,2,-1,0,2,0,0,0.920473353,0
blue-collar,single,secondary,40,879,1,1,0,0,248,3,-1,0,2,0,0,0.769421638,0
management,single,tertiary,42,1768,1,0,0,0,193,2,-1,0,2,0,0,0.795580045,0
blue-collar,married,secondary,44,373,1,0,0,0,122,2,-1,0,2,0,0,0.705239927,0
admin.,married,secondary,33,61,1,1,0,0,116,2,-1,0,2,0,0,0.780051079,0
technician,single,secondary,27,584,1,0,0,0,192,2,-1,0,2,0,0,0.885098735,0
blue-collar,married,primary,35,105,1,0,0,0,369,2,-1,0,2,0,0,0.780336394,0
technician,single,tertiary,50,0,1,0,0,0,393,2,-1,0,2,0,0,0.692581438,0
technician,married,secondary,33,832,1,1,0,0,246,3,-1,0,2,0,0,0.60904278,0
blue-collar,married,primary,48,2642,1,0,0,0,330,3,-1,0,2,0,0,0.857530322,0
housemaid,single,secondary,29,718,1,0,0,0,91,3,-1,0,2,0,0,0.706860351,0
management,married,tertiary,34,336,1,1,0,0,84,2,-1,0,2,0,0,0.874758377,0
management,divorced,tertiary,32,1,1,0,0,0,399,4,-1,0,2,0,0,0.755084692,0
retired,divorced,primary,59,-138,1,1,0,0,89,4,-1,0,2,0,0,0.619558592,0
blue-collar,married,secondary,52,557,0,0,0,0,111,3,-1,0,2,0,0,0.861747989,0
blue-collar,married,primary,43,126,1,0,0,0,170,2,-1,0,2,0,0,0.874620104,0
blue-collar,married,secondary,53,359,0,1,0,0,238,8,-1,0,2,0,0,0.964781425,0
blue-collar,married,secondary,53,175,1,0,0,0,49,4,-1,0,2,0,0,0.954389961,0
management,divorced,tertiary,43,0,1,0,0,0,123,2,-1,0,2,0,0,0.98928029,0
management,divorced,tertiary,44,3932,1,0,0,0,40,2,-1,0,2,0,0,0.635180284,0
management,married,tertiary,53,2124,1,0,0,0,123,2,-1,0,2,0,0,0.879237137,0
management,single,tertiary,30,528,1,0,0,0,145,4,-1,0,2,0,0,0.949171831,0
blue-collar,married,secondary,44,138,1,0,0,0,283,3,-1,0,2,0,0,0.812058669,0
admin.,married,secondary,33,4012,0,1,0,0,337,4,-1,0,2,0,0,0.620891224,0
management,married,secondary,58,771,0,0,0,0,126,3,-1,0,2,0,0,0.663913354,0
blue-collar,married,primary,60,136,1,0,0,0,43,2,-1,0,2,0,0,0.69058558,0
management,single,tertiary,32,264,1,0,0,0,211,2,-1,0,2,0,0,0.544580086,0
admin.,single,tertiary,32,490,1,0,0,0,94,2,-1,0,2,0,0,0.510241303,0
self-employed,single,tertiary,52,458,1,1,0,0,132,5,-1,0,2,0,0,0.719819479,0
management,divorced,secondary,42,117,1,0,0,0,105,1,-1,0,2,0,0,0.949821759,0
entrepreneur,married,secondary,53,-118,1,0,0,0,101,3,-1,0,2,0,0,0.890098219,0
technician,single,secondary,44,1059,1,0,0,0,286,1,-1,0,2,0,0,0.869105081,0
blue-collar,divorced,primary,40,21,1,0,0,0,584,1,-1,0,2,0,0,0.879963847,0
blue-collar,married,secondary,44,85,1,0,0,0,116,2,-1,0,2,0,0,0.785798689,0
blue-collar,married,secondary,32,687,1,0,0,0,61,1,-1,0,2,0,0,0.516996561,0
technician,single,tertiary,31,22,1,0,0,0,483,3,-1,0,2,1,0,0.896604227,0
technician,single,secondary,41,-320,1,0,0,0,128,1,-1,0,2,0,0,0.593518214,0
management,married,tertiary,37,0,1,0,0,0,59,1,-1,0,2,0,0,0.80007721,0
housemaid,married,primary,32,344,1,0,0,0,85,2,-1,0,2,0,0,0.642109326,0
blue-collar,single,secondary,38,57,1,0,0,0,21,1,-1,0,2,0,0,0.637101412,0
services,divorced,secondary,49,470,1,0,0,0,659,2,-1,0,2,0,0,0.525005844,0
admin.,single,unknown,30,1,0,0,1,0,307,1,-1,0,2,0,0,0.746336584,0
technician,married,secondary,33,0,0,0,0,0,120,1,-1,0,2,0,0,0.596540288,0
management,single,tertiary,34,-322,0,0,0,0,198,1,-1,0,2,0,0,0.637569504,0
blue-collar,single,secondary,43,3,1,0,0,0,929,3,-1,0,2,1,0,0.806264485,0
blue-collar,married,secondary,28,6,1,0,0,0,254,1,-1,0,2,0,0,0.817062632,0
technician,divorced,secondary,27,114,1,1,0,0,375,2,-1,0,2,0,0,0.739833049,0
admin.,single,secondary,25,131,1,1,0,0,237,1,-1,0,2,0,0,0.827366679,0
admin.,married,secondary,31,307,1,0,0,0,538,1,-1,0,2,1,0,0.78832219,0
blue-collar,single,secondary,28,759,1,0,0,0,710,1,-1,0,2,1,0,0.614609103,0
services,single,secondary,27,777,1,0,0,0,131,3,-1,0,2,0,0,0.879812733,0
blue-collar,single,primary,35,337,1,0,0,0,127,1,-1,0,2,0,0,0.507282767,0
admin.,married,secondary,31,355,1,0,0,0,239,1,-1,0,2,0,0,0.981960717,0
technician,married,secondary,38,32,1,0,0,0,705,1,-1,0,2,0,0,0.604232262,0
services,single,secondary,26,187,1,0,0,0,341,1,-1,0,2,0,0,0.538227215,0
services,married,secondary,36,335,1,0,0,0,339,2,-1,0,2,0,0,0.750021095,0
blue-collar,single,secondary,26,-116,1,1,0,0,208,1,-1,0,2,0,0,0.726743583,0
self-employed,married,tertiary,49,1842,1,0,0,0,124,2,-1,0,2,0,0,0.677132498,0
blue-collar,married,secondary,31,428,1,0,0,0,75,1,-1,0,2,0,0,0.64598719,0
management,single,secondary,59,181,1,0,0,0,485,1,-1,0,2,0,0,0.540716513,0
admin.,divorced,secondary,37,34,1,0,0,0,144,3,-1,0,2,0,0,0.536271965,0
blue-collar,married,primary,41,406,1,0,0,0,2462,1,-1,0,2,0,0,0.826759506,0
services,single,secondary,26,302,1,0,0,0,210,1,-1,0,2,0,0,0.829779297,0
services,married,secondary,31,-346,0,0,0,0,187,1,-1,0,2,0,0,0.513101961,0
blue-collar,single,secondary,31,160,1,0,0,0,25,1,-1,0,2,0,0,0.607625907,0
management,single,tertiary,27,118,1,0,0,0,132,3,-1,0,2,0,0,0.999246379,0
self-employed,single,secondary,27,78,1,0,0,0,825,1,-1,0,2,0,0,0.981386667,0
unemployed,married,primary,31,213,1,0,0,0,479,2,-1,0,2,0,0,0.684661599,0
technician,divorced,secondary,46,164,1,0,0,0,229,2,-1,0,2,0,0,0.510724102,0
technician,single,secondary,30,23,1,0,0,0,137,1,-1,0,2,0,0,0.647125114,0
student,single,secondary,23,318,1,0,0,0,545,2,-1,0,2,0,0,0.646751118,0
blue-collar,single,secondary,32,-578,0,0,0,0,115,1,-1,0,2,0,0,0.985006287,0
blue-collar,married,secondary,32,-1,1,0,1,0,653,1,-1,0,2,1,0,0.812039377,0
services,divorced,secondary,31,1656,1,0,0,0,208,3,-1,0,2,0,0,0.646690674,0
services,married,secondary,31,238,1,1,0,0,156,2,-1,0,2,0,0,0.830125043,0
admin.,married,primary,56,202,1,0,0,0,178,2,-1,0,2,0,0,0.877723565,0
blue-collar,married,primary,35,198,1,0,0,0,471,2,-1,0,2,0,0,0.646658294,0
management,married,tertiary,39,183,1,0,0,0,324,2,-1,0,2,0,0,0.705458773,0
blue-collar,married,secondary,48,149,1,0,0,0,71,1,-1,0,2,0,0,0.755197132,0
entrepreneur,single,tertiary,32,6259,1,0,0,0,230,2,-1,0,2,0,0,0.823483091,0
admin.,single,secondary,29,-53,1,0,0,0,108,2,-1,0,2,0,0,0.757952041,0
services,single,secondary,23,-39,1,1,0,0,142,2,-1,0,2,0,0,0.517634979,0
blue-collar,single,secondary,32,160,1,0,0,0,190,1,-1,0,2,0,0,0.985564707,0
services,married,secondary,39,304,1,1,0,0,323,1,-1,0,2,0,0,0.745769943,0
blue-collar,married,secondary,33,88,1,0,0,0,57,2,-1,0,2,0,0,0.774073374,0
blue-collar,married,secondary,33,269,1,0,0,0,365,1,-1,0,2,0,0,0.522131177,0
management,married,secondary,53,-133,1,0,0,0,126,2,-1,0,2,0,0,0.944193409,0
management,single,secondary,34,66,1,0,0,0,76,2,-1,0,2,0,0,0.844642113,0
services,married,tertiary,33,546,1,1,0,0,253,1,-1,0,2,0,0,0.759512098,0
blue-collar,married,secondary,51,22,1,1,0,0,178,1,-1,0,2,0,0,0.600125658,0
services,married,unknown,39,-516,1,0,0,0,86,2,-1,0,2,0,0,0.993709463,0
management,married,tertiary,29,-6,1,0,0,0,324,1,-1,0,2,0,0,0.505126892,0
blue-collar,single,secondary,41,184,1,0,0,0,1054,2,-1,0,2,0,0,0.906266581,0
blue-collar,single,primary,43,36,1,0,0,0,163,2,-1,0,2,0,0,0.672032056,0
technician,married,secondary,37,277,1,0,0,0,251,2,-1,0,2,0,0,0.565522202,0
blue-collar,divorced,primary,33,390,1,0,0,0,665,2,-1,0,2,1,0,0.701288685,0
blue-collar,single,secondary,30,18,0,0,0,0,395,1,-1,0,2,0,0,0.939259641,0
blue-collar,married,secondary,37,131,1,0,0,0,137,2,-1,0,2,0,0,0.657367277,0
management,divorced,tertiary,47,266,1,0,0,0,128,1,-1,0,2,0,0,0.641375109,0
blue-collar,single,secondary,33,687,1,0,0,0,174,1,-1,0,2,0,0,0.668478848,0
management,married,tertiary,35,1510,1,0,0,0,61,1,-1,0,2,0,0,0.599795389,0
blue-collar,married,secondary,32,-208,1,1,0,0,325,1,-1,0,2,0,0,0.745950422,0
admin.,married,secondary,27,1033,1,0,0,0,1713,1,-1,0,2,0,0,0.606643006,0
blue-collar,married,primary,54,781,1,0,0,0,103,2,-1,0,2,0,0,0.593771755,0
technician,single,tertiary,29,542,1,0,0,0,338,3,-1,0,2,0,0,0.696162956,0
blue-collar,divorced,secondary,37,-175,1,0,0,0,182,1,-1,0,2,0,0,0.746756631,0
blue-collar,married,secondary,31,4471,1,0,0,0,296,2,-1,0,2,0,0,0.783987563,0
services,single,secondary,45,-139,1,0,0,0,663,3,-1,0,2,0,0,0.52929749,0
management,married,secondary,57,0,1,0,0,0,147,7,-1,0,2,0,0,0.93314108,0
entrepreneur,single,tertiary,38,638,1,0,0,0,150,1,-1,0,2,0,0,0.698556473,0
admin.,married,secondary,44,469,1,0,0,0,88,4,-1,0,2,0,0,0.856388845,0
blue-collar,married,primary,44,271,1,1,0,0,94,1,-1,0,2,0,0,0.891480079,0
technician,single,secondary,43,336,1,0,0,0,181,1,-1,0,2,0,0,0.804411812,0
management,single,secondary,35,6809,1,0,0,0,750,7,-1,0,2,0,0,0.693841548,0
blue-collar,married,primary,42,0,1,0,0,0,214,2,-1,0,2,0,0,0.886234375,0
management,single,tertiary,31,0,1,0,0,0,94,3,-1,0,2,0,0,0.773062762,0
services,single,secondary,27,683,1,0,0,0,44,3,-1,0,2,0,0,0.63353344,0
management,divorced,tertiary,47,84,1,0,0,0,229,5,-1,0,2,0,0,0.938575836,0
admin.,single,secondary,29,43,1,0,0,0,179,2,-1,0,2,0,0,0.668692333,0
admin.,divorced,unknown,48,244,1,0,0,0,280,1,-1,0,2,0,0,0.74574672,0
admin.,single,tertiary,30,-396,1,0,0,0,89,2,-1,0,2,0,0,0.567213988,0
blue-collar,married,primary,49,1387,1,1,0,0,161,2,-1,0,2,0,0,0.562766282,0
blue-collar,single,secondary,29,853,1,0,0,0,177,2,-1,0,2,0,0,0.884506831,0
blue-collar,single,secondary,29,348,1,0,0,0,185,2,-1,0,2,0,0,0.54115906,0
services,single,secondary,39,126,1,0,0,0,211,2,-1,0,2,0,0,0.589253622,0
blue-collar,married,primary,33,191,1,0,0,0,162,2,-1,0,2,0,0,0.831150001,0
blue-collar,single,primary,41,156,1,0,0,0,47,5,-1,0,2,0,0,0.687973319,0
blue-collar,married,primary,48,231,1,0,0,0,752,3,-1,0,2,0,0,0.593203767,0
management,single,tertiary,45,5694,1,0,0,0,214,2,-1,0,2,0,0,0.708803676,0
blue-collar,married,primary,32,-89,1,0,0,0,389,2,-1,0,2,0,0,0.812238742,0
admin.,single,secondary,28,244,1,0,0,0,31,3,-1,0,2,0,0,0.606748084,0
unemployed,married,secondary,44,-407,1,0,0,0,119,2,-1,0,2,0,0,0.60910144,0
management,single,unknown,23,375,1,0,0,0,194,3,-1,0,2,0,0,0.880409692,0
entrepreneur,divorced,secondary,37,1190,1,0,0,0,268,3,-1,0,2,0,0,0.95086681,0
self-employed,single,secondary,28,123,1,0,0,0,97,1,-1,0,2,0,0,0.6063579,0
services,divorced,tertiary,56,2272,1,0,0,0,263,5,-1,0,2,0,0,0.873609654,0
management,married,tertiary,54,154,0,0,0,0,155,3,-1,0,2,0,0,0.847634849,0
management,single,tertiary,31,606,1,0,0,0,111,2,-1,0,2,0,0,0.85202988,0
blue-collar,married,primary,43,757,1,0,0,0,315,4,-1,0,2,0,0,0.573752588,0
blue-collar,married,primary,48,418,1,0,0,0,102,3,-1,0,2,0,0,0.929893208,0
technician,married,unknown,35,86,1,0,0,0,33,4,-1,0,2,0,0,0.716838708,0
unemployed,married,secondary,44,304,1,0,0,0,129,2,-1,0,2,0,0,0.97718316,0
blue-collar,married,secondary,34,0,1,0,0,0,111,2,-1,0,2,0,0,0.868353101,0
blue-collar,single,secondary,25,249,1,0,0,0,149,5,-1,0,2,0,0,0.742966358,0
blue-collar,married,secondary,33,-257,1,0,0,0,92,4,-1,0,2,0,0,0.873515387,0
blue-collar,married,secondary,35,325,0,0,0,0,592,2,-1,0,2,0,0,0.825672486,0
technician,married,tertiary,29,409,1,0,0,0,247,3,-1,0,2,0,0,0.545836772,0
management,married,primary,54,113,0,0,0,0,76,3,-1,0,2,0,0,0.650017863,0
services,single,secondary,55,-40,1,0,0,0,178,2,-1,0,2,0,0,0.705450129,0
blue-collar,married,primary,33,2,1,1,0,0,409,2,-1,0,2,0,0,0.91231488,0
services,single,secondary,40,737,1,0,0,0,117,2,-1,0,2,0,0,0.975376321,0
blue-collar,single,secondary,28,-871,1,0,1,0,36,4,-1,0,2,0,0,0.855668177,0
services,married,secondary,25,-454,1,0,0,0,24,1,-1,0,2,0,0,0.629503212,0
blue-collar,married,primary,47,304,1,0,0,0,185,1,-1,0,2,0,0,0.52280984,0
management,single,tertiary,35,561,1,0,0,0,405,3,-1,0,2,0,0,0.560207473,0
blue-collar,single,unknown,30,-149,1,1,1,0,164,3,-1,0,2,0,0,0.663239405,0
entrepreneur,married,unknown,32,227,1,0,0,0,523,1,-1,0,2,0,0,0.952225473,0
self-employed,single,secondary,43,798,1,0,0,0,217,1,-1,0,2,0,0,0.625293905,0
services,divorced,primary,52,111,1,0,0,0,179,2,-1,0,2,0,0,0.828280837,0
services,single,secondary,25,-439,1,0,0,0,293,1,-1,0,2,0,0,0.723627577,0
admin.,single,secondary,27,1,1,0,0,0,86,1,-1,0,2,0,0,0.892528273,0
blue-collar,married,primary,36,650,1,0,0,0,170,2,-1,0,2,0,0,0.576587871,0
technician,married,secondary,27,-302,1,0,0,0,66,3,-1,0,2,0,0,0.903109525,0
admin.,married,secondary,31,337,0,0,0,0,51,1,-1,0,2,0,0,0.822443921,0
admin.,divorced,secondary,29,891,0,0,0,0,820,1,-1,0,2,0,0,0.808795451,0
technician,married,secondary,31,6890,1,0,0,0,34,1,-1,0,2,0,0,0.62155412,0
blue-collar,married,primary,36,199,1,0,0,0,165,4,-1,0,2,0,0,0.578596286,0
retired,married,secondary,59,434,1,0,0,0,63,3,-1,0,2,0,0,0.95942227,0
admin.,single,secondary,32,5,1,0,0,0,593,2,-1,0,2,0,0,0.505383812,0
blue-collar,single,secondary,28,-284,1,0,0,0,162,1,-1,0,2,0,0,0.805267437,0
admin.,single,secondary,43,275,1,0,0,0,457,4,-1,0,2,0,0,0.651189192,0
services,single,secondary,49,5028,1,0,0,0,891,1,-1,0,2,0,0,0.918668986,0
services,single,secondary,27,118,1,1,0,0,53,1,-1,0,2,0,0,0.938594309,0
technician,divorced,secondary,48,164,1,0,0,0,139,2,-1,0,2,0,0,0.823283768,0
services,single,secondary,36,616,1,1,0,0,156,3,-1,0,2,0,0,0.912113618,0
admin.,single,secondary,23,290,1,0,0,0,163,4,-1,0,2,0,0,0.722265797,0
admin.,married,primary,29,624,1,0,0,0,246,1,-1,0,2,0,0,0.794236873,0
admin.,single,secondary,23,5,0,0,0,0,413,1,-1,0,2,0,0,0.970811849,0
blue-collar,married,unknown,41,31,0,0,0,0,529,2,-1,0,2,0,0,0.660900257,0
management,married,secondary,42,-189,1,0,0,0,247,2,-1,0,2,0,0,0.574953034,0
admin.,single,secondary,50,424,1,0,0,0,72,2,-1,0,2,0,0,0.505116968,0
services,married,secondary,38,3165,1,0,0,0,152,2,-1,0,2,0,0,0.594188729,0
blue-collar,divorced,secondary,31,387,1,0,0,0,220,3,-1,0,2,0,0,0.879273781,0
admin.,divorced,secondary,52,944,1,0,0,0,198,3,-1,0,2,0,0,0.667516596,0
management,single,tertiary,27,2420,1,0,0,0,391,2,-1,0,2,0,0,0.822810826,0
blue-collar,married,secondary,24,94,1,0,0,0,166,2,-1,0,2,0,0,0.594651923,0
entrepreneur,married,primary,36,177,1,0,0,0,63,5,-1,0,2,0,0,0.779196485,0
blue-collar,married,primary,46,633,1,0,0,0,236,10,-1,0,2,0,0,0.91839753,0
admin.,married,secondary,50,1114,1,1,0,0,298,2,-1,0,2,0,0,0.886318942,0
self-employed,married,primary,33,1862,1,0,0,0,65,1,-1,0,2,0,0,0.915321734,0
technician,married,secondary,40,2576,1,1,0,0,10,11,-1,0,2,0,0,0.511514299,0
management,married,primary,42,470,1,0,0,0,221,1,-1,0,2,0,0,0.90710449,0
management,divorced,tertiary,42,1750,1,0,0,0,248,2,-1,0,2,0,0,0.895852716,0
admin.,single,secondary,23,1104,1,0,0,0,120,2,-1,0,2,0,0,0.566383836,0
student,single,unknown,21,137,1,0,0,0,198,3,-1,0,2,0,0,0.680452906,0
entrepreneur,single,secondary,33,339,1,0,0,0,212,2,-1,0,2,0,0,0.986758293,0
blue-collar,single,secondary,26,96,1,0,0,0,181,2,-1,0,2,0,0,0.774071625,0
management,married,tertiary,32,-24,1,0,0,0,93,4,-1,0,2,0,0,0.677331331,0
blue-collar,married,primary,53,6386,1,0,0,0,170,8,-1,0,2,0,0,0.769262634,0
blue-collar,single,secondary,29,16,0,0,0,0,197,3,-1,0,2,0,0,0.61282137,0
management,married,tertiary,38,551,1,0,0,0,1875,4,-1,0,2,0,0,0.663478446,0
admin.,single,secondary,39,1242,1,0,0,0,303,3,-1,0,2,0,0,0.897885383,0
admin.,single,secondary,31,98,1,1,0,0,159,3,-1,0,2,0,0,0.889485555,0
technician,married,tertiary,35,1473,1,0,0,0,84,3,-1,0,2,0,0,0.74050317,0
blue-collar,married,secondary,40,3122,1,0,0,0,344,3,-1,0,2,0,0,0.870763744,0
technician,single,secondary,30,317,1,0,0,0,246,6,-1,0,2,0,0,0.961276666,0
admin.,single,secondary,25,1,1,1,0,0,24,12,-1,0,2,0,0,0.651420665,0
blue-collar,married,primary,35,-12,1,0,0,0,212,5,-1,0,2,0,0,0.772516147,0
blue-collar,married,primary,43,1401,1,0,0,0,195,2,-1,0,2,0,0,0.652984691,0
entrepreneur,married,tertiary,41,171,1,0,0,0,143,4,-1,0,2,0,0,0.755704267,0
blue-collar,single,secondary,37,336,1,0,0,0,152,5,-1,0,2,0,0,0.677222345,0
blue-collar,married,secondary,36,1554,1,0,0,0,325,4,-1,0,2,0,0,0.890605616,0
services,single,secondary,45,141,1,0,0,0,111,4,-1,0,2,0,0,0.999965647,0
housemaid,single,secondary,22,650,1,0,0,0,181,4,-1,0,2,0,0,0.775512391,0
blue-collar,married,secondary,39,130,1,0,0,0,141,6,-1,0,2,0,0,0.966580259,0
admin.,married,secondary,56,11,0,0,0,0,42,3,-1,0,2,0,0,0.753537833,0
blue-collar,married,primary,45,333,1,0,0,0,160,3,-1,0,2,0,0,0.867527747,0
services,married,tertiary,52,1135,1,1,0,0,514,5,-1,0,2,0,0,0.692819788,0
blue-collar,single,primary,22,-168,1,0,0,0,160,3,-1,0,2,0,0,0.768502126,0
technician,single,tertiary,44,166,1,0,0,0,267,3,-1,0,2,0,0,0.732318832,0
technician,single,secondary,23,158,1,0,0,0,139,1,-1,0,2,0,0,0.736999917,0
technician,single,secondary,26,8,0,0,0,0,147,1,-1,0,2,0,0,0.854705066,0
admin.,single,secondary,27,-541,1,1,0,0,153,1,-1,0,2,0,0,0.701882993,0
services,single,secondary,34,23,0,0,0,0,109,1,-1,0,2,0,0,0.734511596,0
services,single,secondary,22,395,1,0,0,0,70,1,-1,0,2,0,0,0.636353188,0
blue-collar,divorced,secondary,37,178,1,0,0,0,71,1,-1,0,2,0,0,0.664229337,0
management,divorced,secondary,33,5,1,0,0,0,1346,1,-1,0,2,1,0,0.644342849,0
blue-collar,married,secondary,31,2577,1,0,0,0,611,2,-1,0,2,0,0,0.94262726,0
technician,single,secondary,28,216,1,0,0,0,66,1,-1,0,2,0,0,0.747913418,0
services,married,secondary,45,-3,1,0,0,0,213,1,-1,0,2,0,0,0.74825476,0
technician,single,secondary,24,-192,1,0,0,0,125,1,-1,0,2,0,0,0.97767591,0
blue-collar,single,primary,34,2146,1,0,0,0,138,1,-1,0,2,0,0,0.635254629,0
admin.,single,secondary,25,768,1,0,0,0,203,1,-1,0,2,0,0,0.574862243,0
technician,single,secondary,29,544,1,0,0,0,360,1,-1,0,2,0,0,0.534075823,0
management,single,tertiary,32,-3,1,0,1,0,500,2,-1,0,2,0,0,0.832809678,0
services,single,secondary,22,279,1,0,0,0,270,1,-1,0,2,0,0,0.668962994,0
technician,single,secondary,30,-208,1,1,0,0,108,1,-1,0,2,0,0,0.930645785,0
unemployed,married,secondary,42,135,1,0,0,0,259,6,-1,0,2,0,0,0.9949357,0
blue-collar,single,unknown,33,-90,1,0,0,0,415,1,-1,0,2,0,0,0.524823944,0
blue-collar,married,primary,28,286,1,0,0,0,237,1,-1,0,2,0,0,0.603672371,0
admin.,single,secondary,28,296,1,0,0,0,218,1,-1,0,2,0,0,0.511101309,0
services,married,secondary,53,367,1,1,0,0,284,2,-1,0,2,0,0,0.561757518,0
blue-collar,married,secondary,30,173,1,0,0,0,217,1,-1,0,2,0,0,0.916149907,0
retired,divorced,unknown,59,-49,1,0,0,0,248,2,-1,0,2,0,0,0.783285337,0
management,single,tertiary,39,595,1,0,0,0,427,1,-1,0,2,0,0,0.756865385,0
blue-collar,married,unknown,28,52,1,0,0,0,226,1,-1,0,2,0,0,0.736820085,0
management,married,primary,50,478,0,0,0,0,126,5,-1,0,2,0,0,0.514743564,0
blue-collar,single,secondary,21,614,1,0,0,0,243,3,-1,0,2,0,0,0.784065581,0
blue-collar,single,secondary,29,783,1,0,0,0,166,1,-1,0,2,0,0,0.801779023,0
blue-collar,married,primary,40,-166,1,0,0,0,136,1,-1,0,2,0,0,0.68129161,0
blue-collar,married,secondary,45,4646,1,0,0,0,118,1,-1,0,2,0,0,0.591745025,0
management,married,tertiary,45,0,1,1,0,0,147,1,-1,0,2,0,0,0.540947388,0
retired,married,primary,49,2665,1,0,0,0,67,1,-1,0,2,0,0,0.564829487,0
services,married,secondary,26,380,1,0,0,0,260,3,-1,0,2,0,0,0.696553893,0
retired,married,primary,59,5521,1,1,0,0,94,1,-1,0,2,0,0,0.976495356,0
blue-collar,single,secondary,26,-204,1,0,0,0,609,2,-1,0,2,0,0,0.873316783,0
blue-collar,married,unknown,54,363,1,0,0,0,202,1,-1,0,2,0,0,0.703970099,0
