time,tweets,role
5/16/2018 7:07," Congratulations to Lou Barletta of Pennsylvania. He will be a great Senator and will represent his people well - like they haven’t been represented in many years. Lou is a friend of mine and a special guy, he will very much help MAKE",president
5/16/2018 1:40," ...and voted against the massive Tax Cut Bill. He’s also weak on borders and crime. Sadly, our great Military and Vets mean nothing to Bobby Jr. Lou Barletta will win! #MAGA [Twitter for iPhone] link",president
5/15/2018 9:08," Can you believe that with all of the made up, unsourced stories I get from the Fake News Media, together with the $10,000,000 Russian Witch Hunt (there is no Collusion), I now have my best Poll Numbers in a year. Much of the Media may be corrupt, but the People truly get it! [Twitter for iPhone] link",president
5/14/2018 5:54, U.S. Embassy opening in Jerusalem will be covered live on @FoxNews & @FoxBusiness. Lead up to 9:00 A.M. (eastern) event has already begun. A great day for Israel! [Twitter for iPhone] link,president
5/14/2018 3:46," The so-called leaks coming out of the White House are a massive over exaggeration put out by the Fake News Media in order to make us look as bad as possible. With that being said, leakers are traitors and cowards, and we will find out who they are! [Twitter for iPhone] link",president
5/11/2018 6:49," Why doesn’t the Fake News Media state that the Trump Administration’s Anti-Trust Division has been, and is, opposed to the AT&T purchase of Time Warner in a currently ongoing Trial. Such a disgrace in reporting! [Twitter for iPhone] link",president
5/10/2018 7:49, Thank you Indiana! #MAGA???? https://t.co/fCv76VyUax [Twitter for iPhone] link,president
5/9/2018 6:38," The Fake News is working overtime. Just reported that, despite the tremendous success we are having with the economy & all things else, 91% of the Network News about me is negative (Fake). Why do we work so hard in working with the media when it is corrupt? Take away credentials? [Twitter for iPhone] link",president
5/9/2018 5:38," The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing), when in fact he was flying to North Korea. Fake News, so bad! [Twitter for iPhone] link",president
5/9/2018 5:38," The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing), when in fact he was flying to North Korea. Fake News, so bad! [Twitter for iPhone] link",president
5/4/2018 5:45," NBC NEWS is wrong again! They cite “sources” which are constantly wrong. Problem is, like so many others, the sources probably don’t exist, they are fabricated, fiction! NBC, my former home with the Apprentice, is now as bad as Fake News CNN. Sad! [Twitter for iPhone] link",president
5/4/2018 5:45," NBC NEWS is wrong again! They cite “sources” which are constantly wrong. Problem is, like so many others, the sources probably don’t exist, they are fabricated, fiction! NBC, my former home with the Apprentice, is now as bad as Fake News CNN. Sad! [Twitter for iPhone] link",president
5/4/2018 5:37," Andy McCarthy will be on @LouDobbs tonight. 7:00 P.M. , @FoxBusiness. [Twitter for iPhone] link",president
4/30/2018 7:10, The White House Correspondents’ Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our great Country and all that it stands for. FAKE NEWS is alive and well and beautifully represented on Saturday night! [Twitter for iPhone] link,president
4/30/2018 6:02," The White House is running very smoothly despite phony Witch Hunts etc. There is great Energy and unending Stamina, both necessary to get things done. We are accomplishing the unthinkable and setting positive records while doing so! Fake News is going “bonkers!” [Twitter for iPhone] link",president
4/30/2018 5:49," The Fake News is going crazy making up false stories and using only unnamed sources (who don’t exist). They are totally unhinged, and the great success of this Administration is making them do and say things that even they can’t believe they are saying. Truly bad people! [Twitter for iPhone] link",president
4/29/2018 9:59," Headline: “Kim Prepared to Cede Nuclear Weapons if U.S. Pledges Not to Invade” - from the Failing New York Times. Also, will shut down Nuclear Test Site in May. [Twitter for iPhone] link",president
4/28/2018 7:58, “Clapper lied about (fraudulent) Dossier leaks to CNN” @foxandfriends FoxNews He is a lying machine who now works for Fake News CNN. [Twitter for iPhone] link,president
4/28/2018 7:58, “Clapper lied about (fraudulent) Dossier leaks to CNN” @foxandfriends FoxNews He is a lying machine who now works for Fake News CNN. [Twitter for iPhone] link,president
4/28/2018 7:58, “Clapper lied about (fraudulent) Dossier leaks to CNN” @foxandfriends FoxNews He is a lying machine who now works for Fake News CNN. [Twitter for iPhone] link,president
4/28/2018 5:45," Join me LIVE in Washington, Michigan at 7:00pmE on @FoxNews! #MAGA [Twitter for iPhone] link",president
4/28/2018 5:45," Join me LIVE in Washington, Michigan at 7:00pmE on @FoxNews! #MAGA [Twitter for iPhone] link",president
4/27/2018 6:23, So great to have Staff Sgt. Dan Nevins and the incredible WOUNDED WARRIORS with me in the White House yesterday. These are truly brave and special people! @foxandfriends [Twitter for iPhone] link,president
4/26/2018 5:17, Loved being on @foxandfriends this morning. Great show! [Twitter for iPhone] link,president
4/25/2018 8:41, I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy! [Twitter for iPhone] link,president
4/22/2018 7:50," Sleepy Eyes Chuck Todd of Fake News NBC just stated that we have given up so much in our negotiations with North Korea, and they have given up nothing. Wow, we haven’t given up anything & they have agreed to denuclearization (so great for World), site closure, & no more testing! [Twitter for iPhone] link",president
4/22/2018 7:22, “GOP Lawmakers asking Sessions to Investigate Comey and Hillary Clinton.” @FoxNews Good luck with that request! [Twitter for iPhone] link,president
4/21/2018 8:18," Join me in Washington, Michigan on Saturday, April 28, 2018 at 7:00pm! #MAGA Tickets: https://t.co/DISosdqBuu https://t.co/gHdTgHw5FU [Twitter for iPhone] link",president
4/21/2018 8:10," The New York Times and a third rate reporter named Maggie Haberman, known as a Crooked H flunkie who I don’t speak to and have nothing to do with, are going out of their way to destroy Michael Cohen and his relationship with me in the hope that he will “flip.” They use.... [Twitter for iPhone] link",president
4/21/2018 7:17," The New York Times and a third rate reporter named Maggie Habberman, known as a Crooked H flunkie who I don’t speak to and have nothing to do with, are going out of their way to destroy Michael Cohen and his relationship with me in the hope that he will “flip.” They use.... [Twitter for iPhone] link",president
4/20/2018 3:25," Can you believe that despite 93% bad stories from the Fake News Media (should be getting good stories), today we had just about our highest Poll Numbers, including those on Election Day? The American public is wise to the phony an dishonest press. Make America Great Again! [Twitter for iPhone] link",president
4/20/2018 3:25," Can you believe that despite 93% bad stories from the Fake News Media (should be getting good stories), today we had just about our highest Poll Numbers, including those on Election Day? The American public is wise to the phony an dishonest press. Make America Great Again! [Twitter for iPhone] link",president
4/18/2018 5:08," A sketch years later about a nonexistent man. A total con job, playing the Fake News Media for Fools (but they know it)! https://t.co/9Is7mHBFda [Twitter for iPhone] link",president
4/17/2018 12:59," Rasmussen just came out at 51% Approval despite the Fake News Media. They were one of the three most accurate on Election Day. Just about the most inaccurate were CNN and ABC News/Washington Post, and they haven’t changed (get new pollsters). Much of the media is a Scam! [Twitter for iPhone] link",president
4/17/2018 12:59," Rasmussen just came out at 51% Approval despite the Fake News Media. They were one of the three most accurate on Election Day. Just about the most inaccurate were CNN and ABC News/Washington Post, and they haven’t changed (get new pollsters). Much of the media is a Scam! [Twitter for iPhone",president
